Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Previous_Crop,Region,Fertilizer_Used_Last_Season,Yield_Last_Season,Recommended_Fertilizer
,,,0.3942343048,2.110382136,30.6132972,69.31588657,31.90353053,38.69151421,100.5701826,2383.428226,Potato###,Harvest,Zaid,Canal,Tomato,West,136.2604491,7.903622804,Urea
Clay,9.121064175,23.91902214,0.3594280518,2.507572149,,27.15679191,70.0799203,30.55801948,74.68293803,,Tomato,Sowing,Rabi,Sprinkler,Sugarcane,Central,197.0420412,2.330138146,DAP
Loamy,4.608744534,,0.2424215367,2.094589649,76.76691724,45.25216647,84.32736466,33.6360593,61.53410029,240.3483466,Potato,Sowing,Kharif,Sprinkler,,,92.37939285,5.110437562,SSP
Silt,7.964262186,38.74090219,1.073967047,1.654984053,64.4936881,68.667674,20.85736503,35.55116583,,1050.217946,Rice,Harvest,Kharif,Drip,Tomato,North,136.39136,2.834716171,MOP
Sandy,78.34619727,14.98821725,0.5072418305,1.784027859,31.51472647,,33.24247788,32.48083593,29.86505614,2361.728898,,Flowering,Zaid,Drip,Maize-,East,130.3377866,,Urea
,6.355222272,53.57530792,8.456875746,1.439491173,139.197545,35.59119921,114.3545897,35.08147791,40.98704904,1179.949242,Potato,Sowing,Kharif,Rainfed,,South,82.7269688,5.663726902,DAP
Silt,8.198392701,61.12077396,0.6145837324,0.8655380856,64.82951997,83.31916172,83.1481949,36.24727435,50.93682751,625.1158815,Wheat,Harvest??,,Sprinkler,Wheat,North-,75.83869952,2.98371716,Zinc Sulphate
Loamy,5.647596091,38.40316137,0.8219117219,2.798983538,28.90984754,55.83142478,51.2780923,28.08720047,66.4690329,1075.350493,Maize,Flowering,Kharif,Sprinkler,Maize,West,219.7579472,2.054890721,Urea
Sandy,4.343647361,,,3.087709059,80.65697978,15.76781067,72.12255642,17.33609074,62.50421639,1155.643974,Potato,Vegetative,Rabi,Canal,Maize,South,1764.211314,4.678342986,DAP
Sandy,6.297686611,61.26414985,0.3286957612,1.178203683,63.65747583,42.14090655,60.22959415,14.24033102,38.92696654,1453.896738,,Flowering,Kharif,,Cotton,Central,297.4920803,6.360404493,Urea
Clay,5.347041884,,0.4035558687,0.4602035251,105.7174351,54.17167663,17.36268793,16.67667416,66.30478095,1114.292698,Potato,Flowering,Rabi,Sprinkler,,East,194.0315868,10.00042671,MOP
,,28.828865,0.9399638472,0.8180759231,52.45152707,101.9278492,93.39150733,35.70018319,29.07552643,348.9012643,Wheat,Vegetative,Kharif,Canal,,East,,5.701094196,Urea
Loamy,5.254580407,425.2903798,0.2733295048,2.297067781,711.7064036,68.96799646,97.11360025,10.24577427,72.96221508,1820.928237,Maize,Sowing###,Kharif,Rainfed,,East,219.3858108,5.198543309,NPK
Silt,4.99078401,32.95821233,0.773115561,0.6533398071,82.17079193,55.21958329,78.43780161,43.44027181,37.22829587,1585.448588,Maize,Harvest,Kharif,nan??,Sugarcane,nan###,55.72359924,3.923074716,Compost
Loamy,5.050744829,35.47338536,0.4284378082,2.112513214,95.44711671,66.17896523,106.5385451,326.6906569,54.83761852,2061.827894,,Vegetative,Rabi,Drip,Wheat,South,290.0509587,5.071085921,Compost
Silt,4.260491809,17.68721997,0.434072269,2.834307277,90.98666346,22.53385261,,17.1553888,52.11896527,227.7378156,Wheat,Harvest,,Rainfed,,West,295.6559325,5.488422625,DAP
Sandy,6.296261672,43.59386867,0.42995307,2.93540253,98.24225048,41.49106433,81.35815226,24.46186304,75.9621959,,Wheat,Vegetative,Kharif,Canal,,South,109.8124438,2.808462296,NPK
Clay,6.185183461,14.02508076,0.3669120792,,711.7064036,28.0182108,,27.31741584,31.58333337,543.0782999,Cotton,Flowering,,Canal,Maize,Central,335.3777304,3.897514681,DAP
Loamy,7.923337637,,0.5260218456,3.030959886,126.2732056,40.59660753,13.16247081,17.34316451,99.69809964,1313.272209,Maize,Harvest,Kharif,Sprinkler,,Central,169.3946211,2.055653858,MOP
Loamy,4.618204304,,0.6846030061,2.402585757,56.04247765,30.74615789,58.54278435,18.75703296,52.06864037,2391.826982,Potato,Sowing,nan-,Drip,Sugarcane,Central,125.3902962,,Urea
Silt,5.657950955,66.86548771,0.6787307174,0.4312604546,101.9624229,55.71609369,108.9047407,33.9235347,68.83324972,852.1695549,,Sowing,Kharif,Sprinkler,Maize,West,195.1478039,9.129900295,Compost
Silt,7.582760846,63.50448476,1.075809172,1.523124988,105.2313447,65.33939279,78.45488238,,33.02180256,2529.054733,Maize,Harvest,,Sprinkler,Maize,,193.8058568,5.231061037,Zinc Sulphate
Loamy,7.622462921,36.82064765,0.2525151703,2.263374766,27.30948736,63.04520882,127.3251062,30.02635607,64.34755685,933.501953,Tomato,Flowering,,Rainfed,Cotton,East,156.0661461,7.232866537,Urea
Silt,3.726855106,44.3454182,1.284472992,2.216841262,711.7064036,62.58053337,27.44274373,23.32951788,,,Cotton,Sowing-,Rabi,Sprinkler,Rice,North,49.58349904,5.288433374,MOP
Loamy,8.918072904,19.99294182,1.218487845,0.5876039243,74.99858309,57.30072977,79.77505396,35.65643044,37.73362042,3246.066699,Wheat,Harvest,Zaid,Canal,Tomato,Central,130.7954052,1.868421226,
Loamy,7.797035313,,1.212736242,0.5803383754,711.7064036,74.70260166,103.8185355,36.66705066,57.83258015,2610.127202,Potato,Vegetative,Rabi,Sprinkler,Rice,,51.26790723,3.51090671,Urea
Loamy,6.981664928,14.5827703,0.5753740292,1.261303043,91.3400784,60.44698478,74.35569544,14.20311603,87.6310814,2309.470815,,Sowing??,Rabi,Sprinkler,Maize,East,137.6171742,2.798644451,Zinc Sulphate-
Sandy,6.828475592,27.63163959,1.104848062,2.627681313,57.15930975,85.73644382,106.776133,21.56005333,36.89877038,267.725038,Cotton,Sowing,Kharif,,Tomato,West,221.5137773,,Urea
Silt,,44.31492551,0.2888280689,3.216974589,80.78090991,,62.15089809,35.27918168,35.15540629,1173.408743,Rice,Sowing,Kharif,Canal-,Rice,nan###,137.4978863,2.412663804,Compost
,9.365984098,27.07462849,0.3753646604,0.9013913159,117.0065232,27.98719868,76.02591945,33.87485789,58.25868544,790.5846096,Cotton,Vegetative,,Rainfed,Sugarcane,North,97.82042265,2.00129227,DAP
Clay,3.50754751,11.47173935,0.3281125844,0.899707636,63.41901778,44.71078175,10.40037534,31.6255496,59.13919912,1360.424351,Wheat,Vegetative###,Rabi,Sprinkler,Wheat,North-,335.9673326,7.350156099,DAP
Silt,,54.2083695,1.513652729,2.031673368,,35.00613977,24.71008279,28.50645739,82.49063948,1212.902028,Maize,Harvest,Rabi,Sprinkler,Tomato,Central,124.7045184,5.697918437,MOP
Loamy,7.303268529,33.05074294,0.5816392171,2.340302512,54.4755801,21.72929289,111.7418834,9.527409857,73.63350821,,Maize,Vegetative,Kharif,Canal,Rice,West,152.0035604,2.978315229,DAP
Clay,5.521024327,14.86499124,0.9779864862,3.124141467,,28.03686037,69.02460191,22.92084368,,1364.996074,Potato,,Rabi,Canal,Tomato,Central,,4.568925348,DAP
Clay,4.222405737,14.95841043,,3.044509571,,70.48908018,18.56116028,14.55833046,70.00182387,1422.131926,Maize,Sowing,,Sprinkler,Wheat,,81.97506895,2.654029786,MOP
Silt,4.038051235,18.73006004,,0.6815265172,48.18410802,86.44825572,33.62547598,13.46025862,56.93433272,1969.923067,Rice###,,Rabi-,Rainfed,Wheat,West,,7.167818135,Urea
Clay,7.352481013,15.73629862,1.382386433,2.105544772,711.7064036,33.08095715,112.4499153,20.14003226,81.68125784,270.5625149,Sugarcane,Vegetative,Rabi,Rainfed,Maize,East,167.5071368,,DAP
,,59.04437066,1.360283991,0.3198630206,89.40407033,31.30717662,67.47582454,30.56799239,843.2627567,2314.62546,Sugarcane,Flowering,Zaid,Sprinkler,Rice,West,72.55005465,49.70624689,DAP
Silt,7.525611298,25.20252527,0.7670763526,2.122213646,34.58171371,53.76152307,,21.08705116,,210.930982,Wheat,Sowing,Kharif,Rainfed,Tomato,North,59.66257306,5.137009625,Urea
Loamy,4.672822228,43.76287691,,2.035457134,711.7064036,66.19757727,69.7419901,23.34432723,49.28903304,2073.571419,Maize,Harvest,Rabi,Canal###,Wheat,North,114.848219,,Compost
Clay,5.795416534,19.19485733,1.34524705,15.39306686,73.21819245,63.20870733,119.2585089,31.12395761,85.44057699,2193.052115,Maize,Flowering,Zaid,Drip,Rice,North,102.8346927,4.205811844,Zinc Sulphate
Clay,9.357450096,32.62473886,0.5812818844,3.382291598,119.0767179,28.91181175,12.7467763,41.63541347,53.30209463,,Maize,Vegetative,Zaid,Drip,Maize,North,1764.211314,1.252418591,DAP
Loamy,7.057729268,59.85047718,0.4974685509,0.2507270354,67.8620859,88.94494738,,29.52266134,46.92028521,,Tomato,Flowering,Rabi,,Sugarcane,South###,,6.253237422,Zinc Sulphate
Sandy###,8.270438646,44.76671289,0.8891721761,0.4668033115,53.86196109,25.61382098,71.27596636,26.55184075,45.99399813,1201.538741,Potato,Sowing###,Zaid,Sprinkler,Maize,East,185.7378463,6.274809442,Urea
Clay,7.841988391,40.24586192,0.5298934983,,52.14701939,95.64203936,32.31727693,33.72677074,,1783.082288,Maize,Flowering,Kharif-,Canal,,Central,,6.621875902,Urea
Sandy,,51.46587282,1.31667541,2.79482313,152.182784,83.90048465,81.70404272,36.06246577,,2821.628328,Cotton,,Kharif,Canal,Maize,Central,227.8562025,5.531955314,MOP
Clay,,23.0563781,0.2804920932,2.408346799,,10.56974349,95.22346928,38.06132822,75.47625189,2325.795648,Wheat,,Rabi,Rainfed,Tomato,South,1764.211314,3.998739406,DAP###
Sandy,7.922742672,27.47928032,0.7830278046,2.752873176,28.85120729,19.585985,23.82135491,17.78629685,51.53712398,413.6839839,Cotton,Sowing,Kharif,Canal,Rice,Central,209.9750243,3.05184301,Urea
Sandy,,57.95600195,0.2304347698,1.537662015,122.0868424,,321.5800045,21.98797871,91.94028531,613.8903015,Tomato,Flowering,Kharif,Sprinkler,Sugarcane,South,290.9677033,7.573652852,SSP
Sandy,8.084202987,11.66264698,0.6511096538,0.9890654117,79.5073295,,104.2562191,39.93037615,80.71581462,1732.36617,Rice,Harvest,Zaid,Canal,Sugarcane,Central,218.3933511,3.936642371,Zinc Sulphate
Loamy,5.755736218,10.31451706,0.4889028646,0.1567647483,79.96600835,12.90605806,76.61107417,326.6906569,66.3475788,9515.653198,Potato??,Vegetative,,Drip,Sugarcane,Central,226.1365758,6.889665534,DAP
Sandy,,19.32580955,1.153358992,0.7476783308,137.915357,16.74574016,36.52920736,25.18119293,,1461.684171,Wheat,Harvest,Zaid,Drip,Sugarcane,East,90.43159373,8.340239135,DAP
Sandy,4.586759579,42.47985846,0.3797114104,1.505383759,71.06292397,91.66149542,,39.74909283,75.34009307,935.274239,Maize,Sowing,,Canal,Potato,West,230.8903,1.184516212,Urea
Sandy,,,1.118956832,2.57648605,155.0427106,28.0534544,73.25764313,,88.02609949,2900.540187,,Harvest,Zaid,,Potato,West,133.1815565,8.550661742,DAP
Clay,4.436575835,20.92173386,8.456875746,,145.3626817,51.2476835,65.49582331,33.22431225,48.10715684,2028.563866,Maize,Harvest,Kharif,Canal,Tomato,South,195.0122952,6.810588197,Compost
Sandy,6.359070123,30.5668196,0.7345881892,2.531703992,138.1719758,84.65949754,70.6679957,,46.06613871,,Cotton,Sowing??,Kharif,Rainfed??,Sugarcane,North,116.482636,6.466396269,Compost
Clay###,6.672551329,37.65147959,0.6018745241,1.299084654,,100.6543415,49.78320018,13.15987772,46.35460155,648.5292032,Sugarcane,Vegetative,Zaid,Canal,Potato,East,,6.024404108,
Sandy,7.467053738,25.22769636,0.4739205334,1.348135071,25.43677092,44.34714493,74.16080338,29.44647655,67.03301612,9515.653198,Cotton###,Flowering,Kharif-,Drip,Cotton,North,161.4672487,49.70624689,Urea
Sandy,8.397675261,22.28416093,0.8727600609,1.584902318,159.5754557,,12.93919745,23.3069954,,1470.231025,Sugarcane,,Rabi,Sprinkler,,East,1764.211314,7.229285657,DAP
Loamy,8.276800812,37.70732413,,1.147404916,99.15849244,,27.79086406,10.36619224,28.43260801,2046.840588,Wheat,Flowering,Zaid,Sprinkler,Maize,North,254.124177,4.99551717,MOP
Clay,9.511611401,425.2903798,0.9311546262,2.72794428,68.47490385,12.59563562,34.73654035,12.12616569,,1025.33308,Wheat###,Harvest,Rabi,Canal,Rice,South,232.745521,6.476672763,DAP
Sandy,5.056887389,37.36947891,1.272111142,1.764045455,74.01265223,40.9978208,31.03746076,19.47985556,30.17462167,790.2733111,Wheat,Flowering,Kharif,Drip,Sugarcane,South###,221.5072072,6.032107646,MOP
Clay,7.466052813,60.58148801,0.3837824233,0.683827506,111.6493373,76.57637819,78.68708787,26.72923027,88.08448712,1415.781493,Rice,Vegetative,Zaid,Canal,Wheat,East,203.6901614,3.119253882,NPK
Clay,7.953446258,26.95585315,1.032634822,2.67502423,161.6378696,,55.92151499,32.91926034,74.7791143,938.547083,Potato,Flowering,Kharif,Canal,Cotton,,142.5884993,1.94333059,Zinc Sulphate
,4.355039492,25.92380614,1.253748872,3.392309425,63.56449294,79.87727999,58.71056581,11.92988708,60.32159904,,Wheat,Sowing,Zaid,Drip,Sugarcane,,,2.361653022,Compost??
,5.379787945,26.99845166,1.565405596,1.901450929,97.201578,48.37537089,99.09647014,12.3405861,46.94712996,2312.706176,Potato,Harvest,Zaid,Canal,Maize,South,225.4083188,,Urea
Loamy,6.027601902,,1.335418901,0.6556414427,93.21668162,,127.3081784,35.61674213,53.57942321,762.4265295,Tomato,Vegetative,Rabi,Sprinkler,,West,112.1423035,6.775579392,DAP
Loamy,5.286186964,35.44919639,1.530009595,1.038208413,53.51203427,,89.8096943,22.74080673,71.15419816,685.8489935,Cotton,Harvest,Kharif,,Potato,Central,,7.88321332,Zinc Sulphate
Silt,6.438258494,51.5593249,,0.2395617317,72.89515912,40.56667888,66.41958334,11.9219077,843.2627567,2696.224345,Cotton,Vegetative,Rabi,Canal,Sugarcane,North,61.12350317,5.659904511,NPK
Silt,7.179373841,74.84309465,1.667925669,0.367412425,105.4894371,119.3547623,93.8323973,12.45691828,84.30832189,812.1997823,,Harvest,,Canal,Wheat,Central,133.454063,6.931987815,SSP###
Loamy,5.644320363,9.904660729,1.550453998,2.588606415,51.34756317,86.45652235,108.0531583,39.0020872,82.27002717,,Wheat,Vegetative,Rabi,Rainfed,Maize,East,,6.907620965,Urea
Silt,5.891680801,10.95687744,0.5944904024,0.3414147529,27.44328081,,321.5800045,,41.68528859,1893.278414,Potato,Harvest,Rabi,Sprinkler,,West,70.47475589,2.840920709,Urea
Silt,5.154528149,17.30724568,0.650780839,1.641190928,60.2054454,53.8162883,11.25639335,20.33012256,55.28540303,1352.587765,Sugarcane,Harvest,Rabi,Drip,Tomato,East,239.2584698,5.484397043,MOP
Silt,5.811531338,34.99719215,0.9186228872,2.200099999,102.2366159,57.62613857,60.01079304,11.94472177,,2324.229965,Cotton,Vegetative,,Sprinkler,Sugarcane,,,0.9214478757,Compost
Loamy,4.95015835,425.2903798,,2.068713818,,17.96784127,50.98863078,24.49663341,132.1345404,9515.653198,Maize,Sowing,Kharif,Canal??,Potato,West,,6.939853634,Urea
Loamy??,7.358729038,,0.5162413809,,,70.4640122,321.5800045,27.76525808,82.39038778,1893.150794,Wheat,Flowering,Rabi,Rainfed,Sugarcane-,North,134.4894454,2.23449089,SSP
Loamy,8.43890861,11.63601846,1.087993866,,176.1161983,48.46901159,20.75095542,16.48968991,56.27657933,2008.776506,Tomato,Sowing,,Drip,,East,131.7372884,7.503567675,MOP
Silt,7.28327443,28.82941289,1.048817891,0.9496800127,18.32689664,33.19120605,12.93873787,42.8447055,59.68333562,1392.451046,Potato,Vegetative,Zaid,Rainfed,Maize,North,213.5511526,,Urea
Loamy,5.143205518,19.86025173,0.8540161044,0.9907164536,711.7064036,23.85397322,321.5800045,36.44301678,65.195428,477.3957194,Potato,Sowing,,Rainfed,Tomato,,256.7077502,4.782675744,Urea
Silt,7.652007999,40.48549183,0.3804489287,0.9555453741,711.7064036,53.99904972,118.1369954,39.67846596,60.16945496,584.2916359,Potato,Flowering,,,Rice,,213.0419383,,Urea
,4.998395818,45.559393,1.491532004,1.675388275,81.92324996,70.61076809,22.9382461,29.68976372,35.12660442,1822.830803,Tomato,Harvest,Kharif,,Cotton,East,158.2432521,,MOP
Silt,6.95028255,61.00305623,0.4831579429,0.1741325173,128.1679401,97.63877363,53.36531991,23.55142674,45.00328322,689.4761661,Rice,Harvest,Rabi,Rainfed,Tomato,East,285.8991456,6.195384193,Urea
Clay,6.503726674,50.00165753,0.3124645276,,78.17824744,637.820759,67.69360014,326.6906569,35.5388924,1296.561122,,Vegetative,Zaid,Canal,Potato,West,,4.757173075,NPK
Loamy,5.885543294,32.29297999,1.2509615,,145.6470086,,134.8931339,14.46384735,82.92505954,1603.701649,Maize,Sowing,Kharif,Sprinkler,Potato,East,98.57657745,5.215358553,Zinc Sulphate
Loamy,,19.8994789,0.8420347253,2.32539322,83.63828649,20.48008284,90.11439965,,41.45766589,1932.259991,Potato,Sowing,Kharif,Drip,Rice,West,,5.028907535,
Clay-,8.11853069,29.75724344,0.1877623612,1.682856474,22.43322491,62.65957906,43.81515208,25.79783063,25.83314398,1123.107845,Tomato,Flowering??,Rabi,Sprinkler,Rice,South,,5.545585219,Urea
Silt,9.761094599,20.22318797,0.6777397125,2.125775806,35.71305059,10.68944201,118.486843,29.25070184,80.4346116,,Sugarcane,Flowering,Kharif,Rainfed,Sugarcane,,59.47636479,2.228022646,DAP
Sandy,3.778321407,42.14009664,1.295274604,0.6582025871,92.70374654,637.820759,24.46760233,13.07541614,76.97407784,,Sugarcane,Vegetative,Kharif,Rainfed,Wheat,South###,176.0078362,1.446084185,DAP
Clay,4.940572643,13.58914571,0.9215770976,2.030511476,107.3253302,27.02683711,27.59162859,18.30419954,70.10380831,9515.653198,,Sowing,Kharif,Sprinkler,Tomato,North,,3.430485435,DAP
Clay,6.839368245,14.39361195,0.679252087,1.229699616,32.65664147,,46.92348793,326.6906569,41.29152547,2521.538256,Wheat,Vegetative,Kharif,Rainfed,Rice,Central,234.6659602,1.550464235,Urea
Silt,4.913145536,50.6407597,0.3823102531,0.6911420791,117.8988941,34.19021666,12.62900501,33.93882384,64.55188781,2414.261166,,Sowing,Zaid,Rainfed,Sugarcane,East,168.3072091,6.834189797,DAP
Loamy,5.065232965,53.11527409,1.237244528,2.875945936,147.1380432,28.04902517,29.25698901,326.6906569,80.15533991,,Tomato,Harvest,Rabi,Canal,Tomato,North,216.3742399,6.988692788,DAP
Silt,,47.4780425,1.336065969,1.999286747,73.41783948,50.3367856,14.13840919,16.6151287,26.32582093,517.7004824,Potato,Sowing,Rabi,Canal,Wheat,South,83.37968135,,MOP
Clay,5.724973689,24.96202598,1.120719513,3.122596048,44.47092442,109.3631666,23.92706473,36.67920045,40.36660213,1893.698419,Rice,Vegetative??,Zaid,Sprinkler,Potato,West,1764.211314,2.734980966,Urea
Clay,6.900385736,,1.472833125,2.681454397,114.7227524,84.1936382,47.16028853,35.95229226,843.2627567,1212.8708,Rice,Sowing,Rabi,,Rice,West,231.9813879,2.410996386,Zinc Sulphate
Loamy,8.314713168,33.86058486,0.8388742277,0.4803888588,80.79739841,49.87933003,65.96510435,30.77061195,62.46541406,1205.103725,Potato,Flowering,Kharif###,Drip,Rice??,South,302.6254438,5.535935609,NPK
Loamy,6.177848665,13.62127749,1.042540207,1.13291775,68.34592813,72.99369264,,29.99414617,62.87778322,374.5214846,Rice,Sowing,Kharif,Drip,Rice,North,200.0275443,6.854233126,Urea
Loamy,4.230638615,40.20153038,,1.469516291,75.32414223,637.820759,66.61521152,15.98280131,79.20889956,3356.955896,Potato,Sowing,nan??,Canal,Potato,East,189.0818646,2.025571163,Compost
Silt,4.927660655,425.2903798,1.368273936,0.4233137717,711.7064036,76.07817583,84.89001104,37.77904627,,2712.133811,Potato,Harvest,Zaid,Sprinkler,Maize,North,85.67651967,7.212334475,Compost
Loamy,6.436864468,16.33768378,1.019668944,2.464348657,122.9271995,29.81518299,57.02338703,12.8365736,39.78920931,1477.83055,Sugarcane,Vegetative,Kharif,Rainfed,,West,,2.307410041,DAP
Clay,5.662878125,23.84766405,0.6547535873,1.488243481,91.68823292,53.17708803,117.2489895,28.93604317,54.21496609,2169.9119,Wheat,Flowering,Kharif,Sprinkler,Rice,,246.134934,2.173967122,Compost
Clay,7.478902596,,1.325102806,3.26880907,63.614847,16.29167761,20.56514352,27.73548202,,1043.486984,Potato,Harvest,Rabi,Sprinkler,Potato,South,254.6382404,2.443332588,DAP
Sandy,4.793150621,17.14975577,1.136160728,2.120283197,,25.67144899,33.51600007,,40.31257886,1600.670246,Tomato,,,Canal,Maize,,,1.906752388,
Silt,,,8.456875746,1.547905401,163.0167844,92.67962312,41.81512205,18.98302256,,1772.349997,Rice,Vegetative,Zaid,Canal,Tomato,Central,,1.439760071,Compost
Sandy,6.155604127,22.18219878,0.2352946882,0.3966234856,80.12406977,71.47261,108.1329716,26.18669533,,1873.813971,Cotton,Harvest,Zaid,Drip,Tomato,South,305.9413567,7.310492239,Compost
Clay,7.592070509,57.64978848,1.259944114,0.4888057169,74.75105773,78.23705538,89.17916886,41.97321324,36.3195425,791.9246826,Rice,Harvest,Rabi,Drip,Maize,Central,96.40698907,1.773251334,MOP
,3.992287726,39.2236466,,15.39306686,20.26988027,83.79175504,108.8608641,39.8098813,63.66986913,1069.5609,,Harvest,Zaid,Drip,Cotton,South,200.9304069,,Urea
Clay,5.729951946,40.01726664,0.542889062,3.003064936,84.20278409,66.01893985,37.93931792,15.95295579,37.35385743,2043.294098,Rice,Flowering,Zaid,Sprinkler,Sugarcane###,West,284.6789461,6.391968371,Compost
Sandy,6.633682964,,1.040768505,1.386675573,,33.58973332,34.39246999,23.92934597,40.10995367,2311.085823,Maize,Harvest,Zaid,Canal,Wheat,West###,144.1228519,1.719703438,MOP
Loamy,7.980669278,23.73744036,1.069066067,3.122424364,104.2753165,10.97601171,321.5800045,33.01396281,39.47135378,1042.953921,Tomato,Vegetative,Zaid,Sprinkler??,Wheat,Central,53.13379642,2.697981258,DAP
Sandy,6.203678337,10.90019116,0.4778915094,1.959050879,92.93259425,,36.83095515,11.23054607,,1844.018249,Maize,Vegetative,Zaid,Rainfed,Tomato,East,274.3947704,2.134457907,MOP
Loamy,4.773707824,425.2903798,,2.966121244,77.39223074,101.086828,66.70120276,46.92149462,65.42267363,785.9417287,Maize,Sowing,Zaid,Drip,,Central,,5.480801806,Compost
Loamy,7.342280207,28.77164845,0.99186578,0.6454188357,22.65659484,46.16326911,89.47409597,13.99387541,42.73545442,9515.653198,Rice,Sowing,Rabi,Canal###,Rice,North,61.51824261,7.007794011,Urea
Silt,8.420330821,,1.030632602,1.613543688,49.14098065,40.75820785,110.4289448,32.44206249,47.7943526,502.9311898,Potato,nan,Kharif,Rainfed,Wheat,North,157.0484385,5.085561795,Urea
Loamy,10.14756235,28.22327878,0.2696635024,1.273137222,34.00987565,26.9235305,24.53066423,39.12668573,35.2386476,1248.41756,Wheat??,Harvest,Zaid,Drip,Tomato,Central,151.5401313,4.541429204,Urea-
Loamy,5.982678924,42.23057858,0.3800889107,1.425945923,101.2831844,12.29638406,26.3150919,11.83930308,843.2627567,2096.090347,,Flowering,Zaid###,nan###,Potato,Central,264.1237224,9.420090796,DAP
Sandy,5.682437468,35.01594283,0.2849850778,,,74.22198779,11.65304193,40.75465252,843.2627567,2132.000831,Tomato,Flowering??,Rabi,Drip,Wheat,East,91.06563832,7.472892398,
Clay,,47.04810006,0.6220170523,1.417639221,151.6651935,24.96766263,44.34209298,29.01234418,72.70233387,,Tomato,Vegetative,Rabi,Sprinkler,Maize,South,302.964819,3.331333753,DAP
Silt,5.786540946,62.01575586,0.5736359081,1.878120329,,46.63382034,21.56383685,41.90222727,60.64446951,1511.191094,Sugarcane,,Zaid,Canal,Tomato,West,1764.211314,5.51830153,Urea??
Loamy,8.099813008,19.49024511,0.897436704,0.3558548548,90.71573372,53.88262395,,10.80873791,45.24484605,1003.240488,,,Rabi,Rainfed,Cotton,South,,5.126052442,Urea
Silt,6.450123658,55.24053413,0.6993646301,,94.96543534,41.47225375,45.5446329,38.41981495,35.2214748,1019.670198,Cotton,Harvest,Zaid,Canal,Cotton,Central,189.9398897,8.504817271,DAP
,7.362123914,44.35411034,1.574559124,2.075855761,,637.820759,64.2912442,29.06548653,27.29345692,1446.389415,,Sowing,Kharif###,Drip,,West,298.281378,49.70624689,
Loamy,5.746205834,425.2903798,0.3285966719,1.838320928,,37.80651303,39.32304482,26.76341926,79.07336324,,Cotton,Vegetative,Kharif,Sprinkler,Tomato,West,135.706759,6.286583039,DAP
Sandy??,5.433338227,43.15586612,0.919784212,1.563150838,142.3111338,52.39296332,41.70105753,23.74037047,74.80745495,280.4583723,Wheat,Flowering,Kharif,Canal,Cotton,Central,300.2576326,6.238242346,MOP
Silt,7.596564934,34.7051112,0.5761144361,0.2741519817,125.7810732,84.99244959,87.60371009,30.23626182,843.2627567,500.4728672,Rice,,Zaid,Canal,Tomato,West,277.5309754,5.792958981,NPK
,7.154987799,15.96910467,1.390394311,1.504138735,106.1378582,47.13191292,26.5407887,18.14800206,60.67302438,9515.653198,,Flowering,,Rainfed,Maize,South,92.55301237,5.476560396,MOP
Silt,8.913150091,13.32420805,1.186316455,0.5406995704,67.08767629,11.07683436,41.70361531,48.69418188,95.98907271,881.8585271,Tomato,Vegetative,Zaid,Sprinkler,Rice,West,75.09412191,2.291024261,
Sandy,4.162381545,34.24677349,1.338437594,2.378900247,91.65739514,38.64341427,46.19170766,18.14204706,,,Maize,Sowing,Kharif,Canal,Maize,South###,227.2397221,6.906026255,DAP
Silt,5.352421684,74.87882625,0.2308630314,0.2370587163,108.5169545,53.37602969,47.64350364,44.68489761,,2887.825467,Potato,Harvest,Rabi,Drip,Wheat,,174.7017383,1.369066954,MOP
Clay,5.342213295,425.2903798,1.058224799,1.193237043,138.6774386,85.67928003,98.67572682,14.29358299,57.39243387,2527.627055,Sugarcane,Sowing,Rabi,Sprinkler,Wheat,North###,341.2753013,2.92064505,Compost
,5.655151174,26.03640417,1.142427944,0.3434043225,101.113444,,101.9562617,27.29284939,81.65317695,451.8815295,Rice,,Rabi,Canal-,Sugarcane,West-,1764.211314,2.517172388,SSP
Sandy,,61.82694008,1.243037004,0.1022070505,116.6126076,,115.052718,42.89284198,843.2627567,437.5827091,Sugarcane,Harvest,Rabi,Rainfed,Potato,Central,207.6175841,5.077289569,Zinc Sulphate
Clay,6.13445609,57.96990791,0.8339081002,2.741417574,169.7982649,90.96986535,30.93863528,13.21182679,47.58269213,534.0218314,nan,Flowering,Zaid,Rainfed###,Cotton,East,143.8144092,,MOP
Clay,9.123960394,27.81904297,1.02307216,3.603087225,,9.457087001,67.55627901,40.32533217,843.2627567,324.2427455,Tomato,Vegetative,,Rainfed,Wheat,North,137.260084,6.962271584,Urea
Sandy,7.238176128,12.35092577,0.3125976859,1.357690714,79.0738666,97.75884521,114.0670125,21.3504052,88.55647162,1010.49374,Potato,Sowing,Kharif,Sprinkler,Maize,,282.3963641,1.481299469,SSP
Clay,7.816048132,17.45888854,1.146854063,0.7835859967,105.3179072,41.48968998,54.9959574,25.45190586,,1318.985579,Sugarcane,Sowing,,Canal,Potato,North,159.9205167,4.840932771,DAP
Loamy,5.54833153,44.03050602,0.5539119593,2.565315222,88.34603642,65.58306165,126.8012581,15.12202045,41.62021411,457.6839642,Cotton,,Kharif,Sprinkler,Potato,North,207.551103,3.409660113,
